treeType,plantingAreaAcre,plantingMonths,soilFertility,climateType,emissionReductionTCO2e
桉树,200,48,肥沃土壤,热带季风气候,300.0
桉树,120,30,中等肥力土壤,亚热带季风气候,150.0
桉树,60,12,贫瘠土壤,滨海与盐碱化气候,20.0
杉木,180,36,肥沃土壤,亚热带季风气候,220.0
杉木,100,24,中等肥力土壤,温带季风气候,110.0
杉木,50,15,贫瘠土壤,寒温带与亚寒带气候,25.0
松树,220,42,肥沃土壤,温带大陆性气候,260.0
松树,130,30,中等肥力土壤,干旱与半干旱气候,130.0
松树,70,18,贫瘠土壤,滨海与盐碱化气候,35.0
栎树,160,36,肥沃土壤,温带季风气候,190.0
栎树,90,21,中等肥力土壤,亚热带季风气候,90.0
栎树,40,12,贫瘠土壤,寒温带与亚寒带气候,20.0
樟树,200,48,肥沃土壤,亚热带季风气候,280.0
樟树,110,27,中等肥力土壤,热带季风气候,135.0
樟树,60,18,贫瘠土壤,滨海与盐碱化气候,30.0
榆树,140,33,肥沃土壤,温带大陆性气候,160.0
榆树,80,21,中等肥力土壤,干旱与半干旱气候,80.0
榆树,30,9,贫瘠土壤,寒温带与亚寒带气候,12.0
槐树,190,39,肥沃土壤,温带季风气候,210.0
槐树,110,27,中等肥力土壤,亚热带季风气候,105.0
槐树,50,15,贫瘠土壤,滨海与盐碱化气候,25.0
桦树,210,45,肥沃土壤,寒温带与亚寒带气候,240.0
桦树,120,30,中等肥力土壤,温带大陆性气候,120.0
桦树,60,18,贫瘠土壤,干旱与半干旱气候,30.0
杨树,90,21,肥沃土壤,亚热带季风气候,100.0
桉树,140,33,中等肥力土壤,热带季风气候,165.0
杉木,70,18,贫瘠土壤,温带季风气候,30.0
松树,180,40,肥沃土壤,温带大陆性气候,210.0
栎树,110,27,中等肥力土壤,亚热带季风气候,100.0
樟树,80,24,贫瘠土壤,滨海与盐碱化气候,20.0
榆树,160,36,肥沃土壤,温带季风气候,180.0
槐树,100,24,中等肥力土壤,干旱与半干旱气候,90.0
桦树,130,30,贫瘠土壤,寒温带与亚寒带气候,35.0
杨树,110,27,肥沃土壤,温带大陆性气候,130.0
桉树,160,39,中等肥力土壤,热带季风气候,190.0
杉木,90,21,贫瘠土壤,亚热带季风气候,40.0
松树,200,45,肥沃土壤,寒温带与亚寒带气候,230.0
栎树,120,30,中等肥力土壤,温带季风气候,120.0
樟树,70,18,贫瘠土壤,干旱与半干旱气候,20.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,210.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,50.0
桉树,120,30,肥沃土壤,热带季风气候,180.0
桉树,90,27,中等肥力土壤,亚热带季风气候,135.0
桉树,60,15,贫瘠土壤,滨海与盐碱化气候,45.0
杉木,110,33,肥沃土壤,亚热带季风气候,165.0
杉木,130,39,中等肥力土壤,温带季风气候,195.0
杉木,70,21,贫瘠土壤,寒温带与亚寒带气候,63.0
松树,140,42,肥沃土壤,温带大陆性气候,224.0
松树,160,48,中等肥力土壤,寒温带与亚寒带气候,256.0
松树,50,12,贫瘠土壤,干旱与半干旱气候,30.0
栎树,105,30,肥沃土壤,温带季风气候,157.5
栎树,125,37,中等肥力土壤,亚热带季风气候,187.5
栎树,85,25,贫瘠土壤,滨海与盐碱化气候,76.5
樟树,95,28,肥沃土壤,亚热带季风气候,142.5
樟树,100,31,中等肥力土壤,热带季风气候,150.0
樟树,65,19,贫瘠土壤,干旱与半干旱气候,58.5
榆树,135,40,肥沃土壤,温带大陆性气候,216.0
榆树,155,46,中等肥力土壤,温带季风气候,248.0
榆树,75,22,贫瘠土壤,寒温带与亚寒带气候,72.0
槐树,115,34,肥沃土壤,亚热带季风气候,172.5
槐树,125,37,中等肥力土壤,热带季风气候,187.5
槐树,85,25,贫瘠土壤,滨海与盐碱化气候,76.5
桦树,105,30,肥沃土壤,寒温带与亚寒带气候,157.5
桦树,130,39,中等肥力土壤,温带大陆性气候,195.0
桦树,70,21,贫瘠土壤,干旱与半干旱气候,63.0
杨树,170,51,肥沃土壤,温带季风气候,272.0
桉树,80,24,中等肥力土壤,亚热带季风气候,120.0
杉木,95,28,贫瘠土壤,寒温带与亚寒带气候,85.5
松树,110,33,肥沃土壤,温带大陆性气候,176.0
栎树,120,36,中等肥力土壤,温带季风气候,192.0
樟树,75,22,贫瘠土壤,滨海与盐碱化气候,67.5
榆树,140,42,肥沃土壤,温带大陆性气候,224.0
槐树,150,45,中等肥力土壤,亚热带季风气候,225.0
桦树,80,24,贫瘠土壤,干旱与半干旱气候,72.0
杨树,90,27,肥沃土壤,温带季风气候,135.0
桉树,100,30,中等肥力土壤,热带季风气候,150.0
杉木,115,34,贫瘠土壤,寒温带与亚寒带气候,103.5
松树,125,37,肥沃土壤,温带大陆性气候,200.0
栎树,130,39,中等肥力土壤,温带季风气候,208.0
樟树,85,25,贫瘠土壤,滨海与盐碱化气候,76.5
杨树,100,12,肥沃土壤,温带季风气候,30.0
桉树,150,18,中等肥力土壤,热带季风气候,45.0
杉木,80,24,肥沃土壤,亚热带季风气候,25.0
松树,200,30,中等肥力土壤,寒温带与亚寒带气候,50.0
栎树,120,36,肥沃土壤,温带大陆性气候,35.0
樟树,90,42,中等肥力土壤,亚热带季风气候,28.0
榆树,130,48,肥沃土壤,温带季风气候,38.0
槐树,160,54,中等肥力土壤,热带季风气候,48.0
桦树,110,60,肥沃土壤,寒温带与亚寒带气候,32.0
杨树,70,15,中等肥力土壤,温带大陆性气候,20.0
桉树,140,21,贫瘠土壤,热带季风气候,25.0
杉木,95,27,中等肥力土壤,亚热带季风气候,22.0
松树,180,33,贫瘠土壤,寒温带与亚寒带气候,28.0
栎树,100,39,中等肥力土壤,温带大陆性气候,23.0
樟树,85,45,贫瘠土壤,亚热带季风气候,18.0
榆树,125,51,中等肥力土壤,温带季风气候,26.0
槐树,155,57,贫瘠土壤,热带季风气候,27.0
桦树,105,63,中等肥力土壤,寒温带与亚寒带气候,21.0
杨树,85,18,贫瘠土壤,干旱与半干旱气候,15.0
桉树,130,24,中等肥力土壤,滨海与盐碱化气候,22.0
杉木,90,30,贫瘠土壤,亚热带季风气候,16.0
松树,170,36,中等肥力土壤,寒温带与亚寒带气候,26.0
栎树,105,42,贫瘠土壤,温带大陆性气候,18.0
樟树,80,48,中等肥力土壤,亚热带季风气候,20.0
榆树,120,54,贫瘠土壤,温带季风气候,19.0
槐树,150,60,中等肥力土壤,热带季风气候,24.0
桦树,95,66,中等肥力土壤,寒温带与亚寒带气候,17.0
杨树,90,21,中等肥力土壤,温带大陆性气候,21.0
桉树,145,27,贫瘠土壤,热带季风气候,23.0
杉木,100,33,中等肥力土壤,亚热带季风气候,24.0
松树,190,39,贫瘠土壤,寒温带与亚寒带气候,29.0
栎树,110,45,中等肥力土壤,温带大陆性气候,25.0
樟树,85,51,贫瘠土壤,亚热带季风气候,19.0
榆树,125,57,中等肥力土壤,温带季风气候,27.0
槐树,160,63,贫瘠土壤,热带季风气候,26.0
桦树,100,69,中等肥力土壤,寒温带与亚寒带气候,18.0
杨树,80,24,中等肥力土壤,温带大陆性气候,20.0
桉树,135,30,贫瘠土壤,热带季风气候,22.0
杉木,95,36,中等肥力土壤,亚热带季风气候,23.0
松树,185,42,贫瘠土壤,寒温带与亚寒带气候,27.0
栎树,105,48,中等肥力土壤,温带大陆性气候,24.0
杨树,50,12,肥沃土壤,温带季风气候,15.0
杨树,80,24,中等肥力土壤,温带大陆性气候,28.0
杨树,30,6,贫瘠土壤,干旱与半干旱气候,3.0
桉树,60,18,肥沃土壤,热带季风气候,22.0
桉树,100,36,中等肥力土壤,亚热带季风气候,45.0
桉树,40,9,贫瘠土壤,滨海与盐碱化气候,6.0
杉木,70,20,肥沃土壤,亚热带季风气候,20.0
杉木,90,30,中等肥力土壤,温带大陆性气候,32.0
杉木,20,3,贫瘠土壤,干旱与半干旱气候,1.0
松树,55,15,肥沃土壤,寒温带与亚寒带气候,12.0
松树,85,27,中等肥力土壤,温带季风气候,25.0
松树,35,7,贫瘠土壤,滨海与盐碱化气候,4.0
栎树,65,19,肥沃土壤,温带大陆性气候,18.0
栎树,110,33,中等肥力土壤,亚热带季风气候,40.0
栎树,45,10,贫瘠土壤,干旱与半干旱气候,7.0
樟树,75,21,肥沃土壤,亚热带季风气候,23.0
樟树,105,39,中等肥力土壤,热带季风气候,48.0
樟树,50,11,贫瘠土壤,滨海与盐碱化气候,8.0
榆树,52,13,肥沃土壤,温带季风气候,16.0
榆树,82,25,中等肥力土壤,温带大陆性气候,30.0
榆树,32,5,贫瘠土壤,干旱与半干旱气候,2.0
槐树,62,17,肥沃土壤,亚热带季风气候,21.0
槐树,92,31,中等肥力土壤,热带季风气候,42.0
槐树,42,8,贫瘠土壤,滨海与盐碱化气候,5.0
桦树,58,14,肥沃土壤,寒温带与亚寒带气候,13.0
桦树,88,26,中等肥力土壤,温带季风气候,26.0
桦树,38,6,贫瘠土壤,滨海与盐碱化气候,3.0
杨树,68,22,肥沃土壤,亚热带季风气候,24.0
桉树,120,42,中等肥力土壤,热带季风气候,55.0
杉木,82,28,肥沃土壤,温带大陆性气候,30.0
松树,72,23,中等肥力土壤,寒温带与亚寒带气候,20.0
栎树,98,34,肥沃土壤,亚热带季风气候,43.0
樟树,86,32,中等肥力土壤,热带季风气候,46.0
榆树,66,16,肥沃土壤,温带季风气候,19.0
槐树,78,29,中等肥力土壤,亚热带季风气候,35.0
桦树,56,18,肥沃土壤,寒温带与亚寒带气候,14.0
杨树,48,10,中等肥力土壤,温带大陆性气候,11.0
桉树,96,35,肥沃土壤,热带季风气候,44.0
杉木,74,26,中等肥力土壤,亚热带季风气候,31.0
松树,64,21,肥沃土壤,寒温带与亚寒带气候,17.0
栎树,84,30,中等肥力土壤,温带大陆性气候,33.0
樟树,76,27,肥沃土壤,热带季风气候,41.0
榆树,54,13,中等肥力土壤,温带季风气候,15.0
槐树,60,15,肥沃土壤,亚热带季风气候,20.0
桦树,46,9,中等肥力土壤,寒温带与亚寒带气候,9.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,220.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,60.0
桉树,200,48,肥沃土壤,热带季风气候,350.0
桉树,120,30,中等肥力土壤,亚热带季风气候,180.0
桉树,90,20,贫瘠土壤,滨海与盐碱化气候,70.0
杉木,180,32,肥沃土壤,亚热带季风气候,250.0
杉木,130,26,中等肥力土壤,温带季风气候,160.0
杉木,70,14,贫瘠土壤,寒温带与亚寒带气候,40.0
松树,220,42,肥沃土壤,温带大陆性气候,300.0
松树,160,34,中等肥力土壤,寒温带与亚寒带气候,200.0
松树,100,22,贫瘠土壤,干旱与半干旱气候,80.0
栎树,190,38,肥沃土壤,温带季风气候,280.0
栎树,140,30,中等肥力土壤,亚热带季风气候,170.0
栎树,90,20,贫瘠土壤,滨海与盐碱化气候,60.0
樟树,210,44,肥沃土壤,亚热带季风气候,320.0
樟树,150,32,中等肥力土壤,温带季风气候,190.0
樟树,80,18,贫瘠土壤,寒温带与亚寒带气候,50.0
榆树,170,34,肥沃土壤,温带大陆性气候,230.0
榆树,120,26,中等肥力土壤,温带季风气候,140.0
榆树,70,14,贫瘠土壤,干旱与半干旱气候,30.0
槐树,230,46,肥沃土壤,亚热带季风气候,330.0
槐树,160,32,中等肥力土壤,温带季风气候,200.0
槐树,90,20,贫瘠土壤,滨海与盐碱化气候,70.0
桦树,200,40,肥沃土壤,寒温带与亚寒带气候,270.0
桦树,130,28,中等肥力土壤,温带大陆性气候,150.0
桦树,70,16,贫瘠土壤,干旱与半干旱气候,35.0
杨树,90,22,肥沃土壤,亚热带季风气候,130.0
桉树,160,38,中等肥力土壤,热带季风气候,240.0
杉木,110,24,贫瘠土壤,温带季风气候,75.0
松树,240,46,肥沃土壤,寒温带与亚寒带气候,330.0
栎树,140,32,中等肥力土壤,温带大陆性气候,175.0
樟树,90,20,贫瘠土壤,滨海与盐碱化气候,65.0
榆树,180,36,肥沃土壤,温带季风气候,240.0
槐树,130,28,中等肥力土壤,亚热带季风气候,165.0
桦树,80,18,贫瘠土壤,干旱与半干旱气候,45.0
杨树,110,26,肥沃土壤,温带大陆性气候,150.0
桉树,140,34,中等肥力土壤,亚热带季风气候,205.0
杉木,80,18,贫瘠土壤,寒温带与亚寒带气候,40.0
松树,200,40,肥沃土壤,温带季风气候,280.0
栎树,120,30,中等肥力土壤,热带季风气候,185.0
樟树,90,22,贫瘠土壤,滨海与盐碱化气候,60.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,180.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,200,30,肥沃土壤,热带季风气候,220.0
桉树,120,24,中等肥力土壤,亚热带季风气候,130.0
桉树,90,12,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,130,48,肥沃土壤,亚热带季风气候,260.0
杉木,160,36,中等肥力土壤,温带季风气候,190.0
杉木,70,24,贫瘠土壤,寒温带与亚寒带气候,50.0
松树,220,60,肥沃土壤,温带大陆性气候,350.0
松树,180,48,中等肥力土壤,寒温带与亚寒带气候,230.0
松树,110,30,贫瘠土壤,干旱与半干旱气候,70.0
栎树,140,36,肥沃土壤,温带季风气候,170.0
栎树,170,24,中等肥力土壤,亚热带季风气候,110.0
栎树,95,18,贫瘠土壤,滨海与盐碱化气候,45.0
樟树,210,42,肥沃土壤,亚热带季风气候,240.0
樟树,150,30,中等肥力土壤,热带季风气候,150.0
樟树,100,24,贫瘠土壤,干旱与半干旱气候,60.0
榆树,190,36,肥沃土壤,温带大陆性气候,200.0
榆树,130,24,中等肥力土壤,温带季风气候,120.0
榆树,80,18,贫瘠土壤,寒温带与亚寒带气候,35.0
槐树,230,48,肥沃土壤,温带季风气候,280.0
槐树,160,36,中等肥力土壤,亚热带季风气候,170.0
槐树,120,24,贫瘠土壤,滨海与盐碱化气候,50.0
桦树,200,30,肥沃土壤,寒温带与亚寒带气候,160.0
桦树,140,24,中等肥力土壤,温带大陆性气候,100.0
桦树,90,18,贫瘠土壤,干旱与半干旱气候,25.0
杨树,110,30,肥沃土壤,亚热带季风气候,140.0
桉树,130,24,中等肥力土壤,温带大陆性气候,110.0
杉木,150,42,肥沃土壤,热带季风气候,200.0
松树,170,36,中等肥力土壤,寒温带与亚寒带气候,190.0
栎树,100,18,贫瘠土壤,滨海与盐碱化气候,30.0
樟树,120,24,肥沃土壤,温带季风气候,130.0
榆树,140,30,中等肥力土壤,亚热带季风气候,100.0
槐树,160,36,肥沃土壤,热带季风气候,180.0
桦树,180,42,中等肥力土壤,寒温带与亚寒带气候,150.0
杨树,90,18,贫瘠土壤,干旱与半干旱气候,20.0
桉树,110,24,中等肥力土壤,滨海与盐碱化气候,40.0
杉木,130,30,肥沃土壤,温带大陆性气候,160.0
松树,150,36,中等肥力土壤,亚热带季风气候,140.0
栎树,170,42,肥沃土壤,热带季风气候,210.0
杨树,100,24,肥沃土壤,温带季风气候,210.0
杨树,80,18,中等肥力土壤,温带大陆性气候,120.0
杨树,120,30,贫瘠土壤,干旱与半干旱气候,100.0
桉树,150,36,肥沃土壤,热带季风气候,450.0
桉树,110,27,中等肥力土壤,亚热带季风气候,280.0
桉树,90,21,贫瘠土壤,滨海与盐碱化气候,130.0
杉木,200,48,肥沃土壤,亚热带季风气候,520.0
杉木,160,39,中等肥力土壤,温带季风气候,330.0
杉木,130,33,贫瘠土壤,寒温带与亚寒带气候,170.0
松树,220,60,肥沃土壤,温带大陆性气候,680.0
松树,180,51,中等肥力土壤,寒温带与亚寒带气候,420.0
松树,140,42,贫瘠土壤,干旱与半干旱气候,200.0
栎树,250,72,肥沃土壤,温带季风气候,850.0
栎树,210,63,中等肥力土壤,亚热带季风气候,560.0
栎树,170,54,贫瘠土壤,滨海与盐碱化气候,260.0
樟树,280,84,肥沃土壤,亚热带季风气候,980.0
樟树,240,75,中等肥力土壤,热带季风气候,690.0
樟树,200,66,贫瘠土壤,干旱与半干旱气候,320.0
榆树,300,96,肥沃土壤,温带大陆性气候,1100.0
榆树,260,87,中等肥力土壤,温带季风气候,780.0
榆树,220,78,贫瘠土壤,寒温带与亚寒带气候,410.0
槐树,320,108,肥沃土壤,亚热带季风气候,1250.0
槐树,280,99,中等肥力土壤,热带季风气候,890.0
槐树,240,90,贫瘠土壤,滨海与盐碱化气候,530.0
桦树,350,120,肥沃土壤,寒温带与亚寒带气候,1400.0
桦树,310,111,中等肥力土壤,温带大陆性气候,1020.0
桦树,270,102,贫瘠土壤,干旱与半干旱气候,580.0
杨树,60,12,中等肥力土壤,亚热带季风气候,50.0
桉树,70,15,贫瘠土壤,温带大陆性气候,60.0
杉木,100,24,肥沃土壤,热带季风气候,200.0
松树,130,30,中等肥力土壤,亚热带季风气候,280.0
栎树,160,36,肥沃土壤,温带季风气候,400.0
樟树,180,42,中等肥力土壤,热带季风气候,520.0
榆树,200,48,肥沃土壤,温带大陆性气候,650.0
槐树,220,54,中等肥力土壤,亚热带季风气候,780.0
桦树,240,60,肥沃土壤,寒温带与亚寒带气候,900.0
杨树,50,10,贫瘠土壤,干旱与半干旱气候,30.0
桉树,60,12,中等肥力土壤,滨海与盐碱化气候,40.0
杉木,80,18,肥沃土壤,温带季风气候,150.0
松树,110,24,中等肥力土壤,亚热带季风气候,220.0
栎树,140,30,肥沃土壤,热带季风气候,350.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
桉树,150,30,中等肥力土壤,热带季风气候,200.0
杉木,80,18,肥沃土壤,亚热带季风气候,90.0
松树,200,36,中等肥力土壤,寒温带与亚寒带气候,180.0
栎树,120,27,贫瘠土壤,温带大陆性气候,80.0
樟树,90,21,肥沃土壤,亚热带季风气候,100.0
榆树,130,25,中等肥力土壤,温带季风气候,110.0
槐树,160,33,肥沃土壤,热带季风气候,220.0
桦树,70,15,中等肥力土壤,寒温带与亚寒带气候,60.0
杨树,110,23,中等肥力土壤,温带大陆性气候,105.0
桉树,140,29,贫瘠土壤,热带季风气候,170.0
杉木,85,19,中等肥力土壤,亚热带季风气候,95.0
松树,210,37,肥沃土壤,寒温带与亚寒带气候,190.0
栎树,125,28,中等肥力土壤,温带大陆性气候,85.0
樟树,95,22,贫瘠土壤,亚热带季风气候,92.0
榆树,135,26,肥沃土壤,温带季风气候,115.0
槐树,165,34,中等肥力土壤,热带季风气候,225.0
桦树,75,16,肥沃土壤,寒温带与亚寒带气候,65.0
杨树,105,24,贫瘠土壤,温带大陆性气候,100.0
桉树,135,28,中等肥力土壤,热带季风气候,185.0
杉木,90,20,肥沃土壤,亚热带季风气候,102.0
松树,205,35,中等肥力土壤,寒温带与亚寒带气候,185.0
栎树,115,26,肥沃土壤,温带大陆性气候,88.0
樟树,92,21,中等肥力土壤,亚热带季风气候,103.0
榆树,132,25,贫瘠土壤,温带季风气候,108.0
槐树,155,32,中等肥力土壤,热带季风气候,210.0
桦树,72,15,中等肥力土壤,寒温带与亚寒带气候,62.0
杨树,102,22,肥沃土壤,温带大陆性气候,112.0
桉树,138,28,中等肥力土壤,热带季风气候,182.0
杉木,88,19,肥沃土壤,亚热带季风气候,98.0
松树,208,36,中等肥力土壤,寒温带与亚寒带气候,188.0
栎树,118,27,贫瘠土壤,温带大陆性气候,82.0
樟树,93,21,中等肥力土壤,亚热带季风气候,101.0
榆树,133,25,肥沃土壤,温带季风气候,113.0
槐树,158,32,肥沃土壤,热带季风气候,215.0
桦树,73,16,中等肥力土壤,寒温带与亚寒带气候,63.0
杨树,108,23,中等肥力土壤,温带大陆性气候,107.0
桉树,142,30,肥沃土壤,热带季风气候,205.0
杉木,91,20,中等肥力土壤,亚热带季风气候,96.0
松树,212,38,中等肥力土壤,寒温带与亚寒带气候,192.0
栎树,122,27,中等肥力土壤,温带大陆性气候,86.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
桉树,150,36,中等肥力土壤,热带季风气候,200.0
杉木,80,18,肥沃土壤,亚热带季风气候,80.0
松树,200,48,中等肥力土壤,寒温带与亚寒带气候,180.0
栎树,120,30,贫瘠土壤,温带大陆性气候,60.0
樟树,90,27,肥沃土壤,亚热带季风气候,100.0
榆树,130,21,中等肥力土壤,温带季风气候,90.0
槐树,160,33,肥沃土壤,热带季风气候,220.0
桦树,70,15,中等肥力土壤,寒温带与亚寒带气候,50.0
杨树,110,25,中等肥力土壤,温带大陆性气候,105.0
桉树,140,37,肥沃土壤,热带季风气候,210.0
杉木,90,19,中等肥力土壤,亚热带季风气候,85.0
松树,210,49,肥沃土壤,寒温带与亚寒带气候,190.0
栎树,125,31,中等肥力土壤,温带大陆性气候,65.0
樟树,95,28,肥沃土壤,亚热带季风气候,105.0
榆树,135,22,中等肥力土壤,温带季风气候,95.0
槐树,165,34,肥沃土壤,热带季风气候,225.0
桦树,75,16,中等肥力土壤,寒温带与亚寒带气候,55.0
杨树,105,23,贫瘠土壤,干旱与半干旱气候,70.0
桉树,155,35,中等肥力土壤,滨海与盐碱化气候,180.0
杉木,85,17,肥沃土壤,亚热带季风气候,82.0
松树,205,47,中等肥力土壤,寒温带与亚寒带气候,175.0
栎树,122,32,贫瘠土壤,温带大陆性气候,62.0
樟树,92,26,肥沃土壤,亚热带季风气候,98.0
榆树,132,20,中等肥力土壤,温带季风气候,88.0
槐树,162,32,肥沃土壤,热带季风气候,215.0
桦树,72,14,中等肥力土壤,寒温带与亚寒带气候,48.0
杨树,115,26,中等肥力土壤,温带大陆性气候,110.0
桉树,145,38,肥沃土壤,热带季风气候,215.0
杉木,92,20,中等肥力土壤,亚热带季风气候,90.0
松树,212,50,肥沃土壤,寒温带与亚寒带气候,195.0
栎树,128,34,中等肥力土壤,温带大陆性气候,70.0
樟树,98,29,肥沃土壤,亚热带季风气候,110.0
榆树,138,23,中等肥力土壤,温带季风气候,100.0
槐树,168,35,肥沃土壤,热带季风气候,230.0
桦树,78,17,中等肥力土壤,寒温带与亚寒带气候,60.0
杨树,108,24,贫瘠土壤,干旱与半干旱气候,72.0
桉树,158,36,中等肥力土壤,滨海与盐碱化气候,185.0
杉木,88,18,肥沃土壤,亚热带季风气候,84.0
松树,208,48,中等肥力土壤,寒温带与亚寒带气候,182.0
栎树,126,33,贫瘠土壤,温带大陆性气候,64.0
樟树,96,27,肥沃土壤,亚热带季风气候,102.0
榆树,136,21,中等肥力土壤,温带季风气候,92.0
槐树,166,34,肥沃土壤,热带季风气候,228.0
桦树,76,15,中等肥力土壤,寒温带与亚寒带气候,52.0
杨树,100,12,肥沃土壤,温带季风气候,50.0
杨树,150,24,中等肥力土壤,温带大陆性气候,90.0
杨树,80,6,贫瘠土壤,干旱与半干旱气候,15.0
桉树,200,18,肥沃土壤,热带季风气候,120.0
桉树,120,30,中等肥力土壤,亚热带季风气候,80.0
桉树,60,9,贫瘠土壤,滨海与盐碱化气候,20.0
杉木,180,20,肥沃土壤,亚热带季风气候,100.0
杉木,130,36,中等肥力土壤,温带季风气候,70.0
杉木,70,15,贫瘠土壤,寒温带与亚寒带气候,12.0
松树,220,25,肥沃土壤,温带大陆性气候,110.0
松树,160,42,中等肥力土壤,寒温带与亚寒带气候,60.0
松树,90,18,贫瘠土壤,干旱与半干旱气候,18.0
栎树,250,32,肥沃土壤,温带季风气候,130.0
栎树,170,48,中等肥力土壤,亚热带季风气候,75.0
栎树,100,24,贫瘠土壤,滨海与盐碱化气候,25.0
樟树,190,28,肥沃土壤,亚热带季风气候,105.0
樟树,140,36,中等肥力土壤,热带季风气候,85.0
樟树,80,12,贫瘠土壤,干旱与半干旱气候,16.0
榆树,230,30,肥沃土壤,温带大陆性气候,115.0
榆树,180,42,中等肥力土壤,温带季风气候,72.0
榆树,110,18,贫瘠土壤,寒温带与亚寒带气候,22.0
槐树,260,36,肥沃土壤,温带季风气候,135.0
槐树,190,48,中等肥力土壤,亚热带季风气候,82.0
槐树,120,24,贫瘠土壤,滨海与盐碱化气候,28.0
桦树,210,32,肥沃土壤,寒温带与亚寒带气候,95.0
桦树,150,40,中等肥力土壤,温带大陆性气候,65.0
桦树,100,16,贫瘠土壤,干旱与半干旱气候,14.0
杨树,140,18,肥沃土壤,亚热带季风气候,75.0
桉树,170,24,中等肥力土壤,热带季风气候,95.0
杉木,110,30,贫瘠土壤,温带季风气候,28.0
松树,230,21,肥沃土壤,寒温带与亚寒带气候,55.0
栎树,160,36,中等肥力土壤,温带大陆性气候,78.0
樟树,90,15,贫瘠土壤,滨海与盐碱化气候,13.0
榆树,200,27,肥沃土壤,亚热带季风气候,85.0
槐树,130,33,中等肥力土壤,热带季风气候,88.0
桦树,180,20,贫瘠土壤,干旱与半干旱气候,16.0
杨树,160,21,肥沃土壤,温带大陆性气候,80.0
桉树,190,27,中等肥力土壤,亚热带季风气候,100.0
杉木,120,33,贫瘠土壤,寒温带与亚寒带气候,20.0
松树,240,24,肥沃土壤,温带季风气候,105.0
栎树,180,39,中等肥力土壤,热带季风气候,92.0
樟树,100,18,贫瘠土壤,滨海与盐碱化气候,15.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,180.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,200.0
桉树,90,22,中等肥力土壤,亚热带季风气候,125.0
桉树,60,12,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,110,48,肥沃土壤,亚热带季风气候,250.0
杉木,130,32,中等肥力土壤,温带季风气候,160.0
杉木,70,20,贫瘠土壤,寒温带与亚寒带气候,35.0
松树,140,60,肥沃土壤,温带大陆性气候,300.0
松树,100,42,中等肥力土壤,寒温带与亚寒带气候,180.0
松树,80,26,贫瘠土壤,干旱与半干旱气候,50.0
栎树,90,38,肥沃土壤,温带季风气候,190.0
栎树,110,28,中等肥力土壤,亚热带季风气候,130.0
栎树,70,16,贫瘠土壤,滨海与盐碱化气候,25.0
樟树,120,44,肥沃土壤,亚热带季风气候,220.0
樟树,100,34,中等肥力土壤,热带季风气候,150.0
樟树,80,22,贫瘠土壤,干旱与半干旱气候,40.0
榆树,130,54,肥沃土壤,温带大陆性气候,260.0
榆树,110,40,中等肥力土壤,温带季风气候,170.0
榆树,90,24,贫瘠土壤,寒温带与亚寒带气候,45.0
槐树,100,36,肥沃土壤,亚热带季风气候,180.0
槐树,120,28,中等肥力土壤,温带大陆性气候,120.0
槐树,80,18,贫瘠土壤,滨海与盐碱化气候,20.0
桦树,110,42,肥沃土壤,寒温带与亚寒带气候,210.0
桦树,90,30,中等肥力土壤,温带大陆性气候,130.0
桦树,70,20,贫瘠土壤,干旱与半干旱气候,30.0
杨树,160,32,肥沃土壤,亚热带季风气候,220.0
桉树,130,26,中等肥力土壤,热带季风气候,170.0
杉木,100,40,肥沃土壤,温带季风气候,200.0
松树,150,50,中等肥力土壤,寒温带与亚寒带气候,230.0
栎树,110,36,肥沃土壤,亚热带季风气候,190.0
樟树,90,28,中等肥力土壤,热带季风气候,130.0
榆树,120,44,肥沃土壤,温带大陆性气候,240.0
槐树,140,38,中等肥力土壤,温带季风气候,180.0
桦树,100,30,肥沃土壤,寒温带与亚寒带气候,160.0
杨树,80,20,贫瘠土壤,干旱与半干旱气候,35.0
桉树,70,18,贫瘠土壤,滨海与盐碱化气候,25.0
杉木,90,24,贫瘠土壤,寒温带与亚寒带气候,40.0
松树,100,30,贫瘠土壤,干旱与半干旱气候,55.0
栎树,80,22,贫瘠土壤,滨海与盐碱化气候,20.0
樟树,70,16,贫瘠土壤,干旱与半干旱气候,15.0
榆树,90,24,贫瘠土壤,寒温带与亚寒带气候,30.0
槐树,100,30,贫瘠土壤,干旱与半干旱气候,35.0
